id,calendar_id,work_date,valid,create_time,update_time
1509815033984655431,1485819595149426689,2023-04-06,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655432,1485819595149426689,2023-04-07,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655433,1485819595149426689,2023-04-08,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655434,1485819595149426689,2023-04-10,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655435,1485819595149426689,2023-04-11,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655436,1485819595149426689,2023-04-12,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655437,1485819595149426689,2023-04-13,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655438,1485819595149426689,2023-04-14,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655439,1485819595149426689,2023-04-15,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655440,1485819595149426689,2023-04-17,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655441,1485819595149426689,2023-04-18,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655442,1485819595149426689,2023-04-19,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655443,1485819595149426689,2023-04-20,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655444,1485819595149426689,2023-04-21,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655445,1485819595149426689,2023-04-22,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655446,1485819595149426689,2023-04-24,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655447,1485819595149426689,2023-04-25,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655448,1485819595149426689,2023-04-26,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655449,1485819595149426689,2023-04-27,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655450,1485819595149426689,2023-04-28,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655451,1485819595149426689,2023-04-29,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655452,1485819595149426689,2023-05-01,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655453,1485819595149426689,2023-05-02,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655454,1485819595149426689,2023-05-03,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655455,1485819595149426689,2023-05-04,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655456,1485819595149426689,2023-05-05,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655457,1485819595149426689,2023-05-06,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655458,1485819595149426689,2023-05-08,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655459,1485819595149426689,2023-05-09,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655460,1485819595149426689,2023-05-10,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655461,1485819595149426689,2023-05-11,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655462,1485819595149426689,2023-05-12,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655463,1485819595149426689,2023-05-13,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655464,1485819595149426689,2023-05-15,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655465,1485819595149426689,2023-05-16,1,2022-04-01 16:48:50,2022-04-01 16:48:50
1509815033984655466,1485819595149426689,2023-05-17,1,2022-04-01 16:48:50,2022-04-01 16:48:50
